Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Month,DayOfWeek,Is_Weekend,Hour_sin,Hour_cos,Month_sin,Month_cos,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Rented Bike Count
6,13.8,74,0.7,644,9.2,0.05,0.0,0.0,1,1,5,4,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,False,True,False,False,531
11,29.9,57,1.7,1992,20.4,0.88,0.1,0.0,1,1,8,3,0,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,False,False,True,False,711
22,2.3,96,1.9,1207,1.7,0.0,0.0,0.0,1,1,2,2,0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,False,False,False,True,13
17,2.8,46,2.1,858,-7.6,0.14,0.0,0.0,1,1,1,3,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,False,False,False,True,416
12,10.6,72,2.0,365,5.7,0.29,0.0,0.0,1,1,11,6,1,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,True,False,False,False,769
16,5.4,71,3.5,622,0.5,0.2,0.0,0.5,1,1,12,6,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,False,False,False,True,214
18,6.0,84,1.9,327,3.4,0.0,0.0,0.0,1,1,12,6,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,False,False,False,True,443
1,7.6,63,1.2,2000,0.9,0.0,0.0,0.0,1,1,10,4,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,True,False,False,False,531
19,-8.3,29,4.1,2000,-23.2,0.0,0.0,0.0,1,1,2,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,False,False,False,True,246
0,30.0,67,0.8,1986,23.1,0.0,0.0,0.0,0,1,8,2,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1034
19,13.8,32,3.4,1992,-2.6,0.26,0.0,0.0,1,1,4,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,False,True,False,False,1719
20,16.9,42,2.7,942,3.8,0.0,0.0,0.0,1,1,4,6,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,False,True,False,False,1485
0,27.0,62,0.6,2000,19.0,0.0,0.0,0.0,1,1,8,0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,False,False,True,False,818
0,18.0,94,0.7,1906,17.0,0.0,1.0,0.0,1,1,6,1,0,0.0,1.0,1.2246467991473532e-16,-1.0,False,False,True,False,470
19,21.2,87,2.7,479,18.9,0.01,0.0,0.0,1,1,9,6,1,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,True,False,False,False,852
5,-3.6,76,0.0,1934,-7.2,0.0,0.0,0.4,1,1,12,2,0,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,False,False,False,True,87
9,12.8,74,0.5,831,8.2,0.31,0.0,0.0,1,1,10,0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,True,False,False,False,1119
13,31.3,30,2.1,2000,11.6,3.3,0.0,0.0,1,1,8,4,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,False,False,True,False,820
22,27.1,79,1.2,1578,23.1,0.0,0.0,0.0,1,1,7,2,0,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1870
0,-14.6,34,3.9,2000,-27.0,0.0,0.0,0.9,1,1,1,2,0,0.0,1.0,0.49999999999999994,0.8660254037844387,False,False,False,True,90
8,-4.3,36,1.9,1955,-17.1,0.06,0.0,0.0,1,1,2,2,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,False,False,False,True,718
13,9.8,70,1.7,360,4.5,0.33,0.0,0.0,1,1,11,6,1,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,True,False,False,False,758
17,3.8,64,0.9,250,-2.3,0.01,0.0,0.0,1,1,12,5,1,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,False,False,False,True,183
11,4.3,29,2.6,1293,-12.2,1.87,0.0,0.0,1,1,2,6,1,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,False,False,False,True,244
20,23.7,62,1.6,1402,15.9,0.0,0.4,0.0,1,1,6,5,1,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,False,False,True,False,246
14,34.4,65,1.8,960,26.8,1.75,0.2,0.0,1,1,7,5,1,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,False,False,True,False,314
9,-0.4,57,0.6,1270,-7.8,0.45,0.0,0.0,1,1,11,4,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,True,False,False,False,809
14,7.9,27,1.0,1985,-9.9,0.75,0.0,0.0,1,1,4,6,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,False,True,False,False,777
1,5.1,65,1.6,1932,-0.9,0.0,0.0,0.0,1,1,11,3,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,True,False,False,False,524
18,26.7,56,1.8,2000,17.1,0.47,0.0,0.0,1,1,9,3,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,True,False,False,False,3146
21,10.8,57,2.0,1219,2.6,0.0,0.0,0.0,1,1,11,4,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,True,False,False,False,1146
17,18.4,38,1.8,1565,3.8,0.5,0.0,0.0,1,1,10,1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,True,False,False,False,1811
9,12.4,29,1.5,1380,-5.1,1.49,0.0,0.0,1,1,4,3,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,False,True,False,False,316
12,13.9,50,4.1,1964,3.6,2.14,0.0,0.0,1,0,11,4,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,True,False,False,False,0
14,37.3,40,1.8,1666,21.4,1.52,0.0,0.0,1,1,8,3,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,False,False,True,False,535
2,24.2,91,3.6,1735,22.6,0.0,0.0,0.0,1,1,8,2,0,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,False,False,True,False,243
13,18.6,46,2.1,642,6.7,2.54,0.0,0.0,1,1,3,1,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,False,True,False,False,563
6,0.8,45,0.7,1268,-9.8,0.0,0.0,0.0,1,1,1,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,False,False,False,True,159
14,-3.5,20,1.5,1976,-23.2,2.02,0.0,0.0,1,1,2,2,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,False,False,False,True,199
10,21.4,97,0.6,563,20.8,0.27,1.0,0.0,1,1,7,0,0,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,False,False,True,False,27
14,23.3,96,0.3,434,22.6,0.53,0.0,0.0,1,1,7,0,0,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,False,False,True,False,381
10,20.3,97,1.0,103,19.8,0.12,9.5,0.0,1,1,6,1,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,False,False,True,False,9
7,25.2,80,0.2,1551,21.4,0.18,0.0,0.0,1,1,7,6,1,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,False,False,True,False,402
2,19.0,56,0.9,2000,10.0,0.0,0.0,0.0,1,1,9,2,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,True,False,False,False,462
13,23.7,49,1.2,2000,12.3,1.04,0.0,0.0,1,1,6,0,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,False,False,True,False,1033
17,26.6,40,1.4,2000,11.8,0.69,0.0,0.0,1,1,9,0,0,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,True,False,False,False,2147
4,-5.0,70,2.7,702,-9.6,0.0,0.0,0.0,1,1,12,5,1,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,False,False,False,True,80
17,13.2,36,3.6,2000,-1.5,0.55,0.0,0.0,1,1,10,3,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,True,False,False,False,1685
23,9.7,33,0.4,2000,-5.8,0.0,0.0,0.0,1,1,4,0,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,False,True,False,False,733
13,5.8,39,0.6,931,-7.1,0.35,0.0,0.0,1,1,2,1,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,False,False,False,True,335
19,19.5,56,1.6,1600,10.4,0.29,0.0,0.0,1,1,5,0,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,False,True,False,False,2450
9,24.0,55,1.8,1411,14.3,1.81,0.0,0.0,1,1,6,5,1,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,False,False,True,False,1102
21,6.1,70,2.2,763,1.0,0.0,0.0,0.0,0,1,12,4,0,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,False,False,False,True,309
21,21.6,66,2.4,962,14.9,0.0,0.0,0.0,1,1,6,1,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,False,False,True,False,2378
7,3.1,91,1.2,129,1.7,0.0,0.0,0.0,1,1,12,6,1,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,False,False,False,True,22
14,-4.0,18,2.4,2000,-24.8,1.09,0.0,0.0,1,1,12,2,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,False,False,False,True,231
14,-4.7,27,2.9,1883,-20.8,1.12,0.0,0.0,1,1,12,2,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,False,False,False,True,240
6,5.7,97,0.5,80,5.2,0.0,0.0,0.0,1,1,3,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,False,True,False,False,227
3,29.3,57,1.6,2000,19.8,0.0,0.0,0.0,1,1,7,1,0,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,False,False,True,False,334
4,-9.5,49,4.3,2000,-18.2,0.0,0.0,1.0,1,1,1,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,False,False,False,True,45
6,1.9,53,0.4,1813,-6.6,0.0,0.0,0.0,1,1,11,6,1,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,True,False,False,False,114
16,26.5,45,1.6,2000,13.5,1.91,0.0,0.0,1,1,6,4,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,False,False,True,False,1726
15,6.7,24,2.7,1536,-12.4,1.95,0.0,0.0,1,1,2,5,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,False,False,False,True,467
0,25.1,87,0.4,1800,22.7,0.0,0.0,0.0,1,1,7,4,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1006
11,23.4,61,2.1,1964,15.4,0.91,0.0,0.0,1,1,9,6,1,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,True,False,False,False,1014
9,25.7,76,0.8,1920,21.1,1.11,0.0,0.0,1,1,7,1,0,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1156
16,30.4,28,3.6,1790,9.8,2.48,0.0,0.0,1,1,6,6,1,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,False,False,True,False,1834
20,20.6,72,1.3,587,15.3,0.0,0.0,0.0,0,1,5,1,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,False,True,False,False,1656
15,21.1,72,2.7,663,15.8,0.31,0.1,0.0,0,1,5,1,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,False,True,False,False,163
22,12.7,76,1.5,521,8.5,0.0,0.0,0.0,1,1,3,4,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,False,True,False,False,880
2,16.1,70,0.6,787,10.6,0.0,0.0,0.0,1,1,5,4,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,False,True,False,False,437
13,24.6,97,0.5,765,24.0,0.1,9.5,0.0,1,1,8,1,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,False,False,True,False,31
15,31.1,57,3.7,1912,21.5,2.03,0.0,0.0,1,1,7,2,0,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1038
6,-1.0,77,0.4,1578,-4.5,0.0,0.0,0.0,1,1,3,1,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,False,True,False,False,214
5,4.7,89,2.3,1242,3.0,0.0,0.0,0.0,1,1,3,0,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,False,True,False,False,22
8,21.2,52,1.6,1998,10.9,1.2,0.0,0.0,1,1,7,5,1,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,False,False,True,False,832
23,11.5,96,3.0,691,10.8,0.0,0.0,0.0,1,1,11,3,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,True,False,False,False,26
16,10.6,26,1.9,1955,-8.1,1.75,0.0,0.0,1,1,3,1,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,False,True,False,False,680
1,22.8,84,0.9,827,19.9,0.0,0.0,0.0,1,1,9,6,1,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,True,False,False,False,764
16,21.9,46,1.2,1995,9.7,1.67,0.0,0.0,1,0,9,4,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,True,False,False,False,0
4,27.3,83,2.2,1054,24.1,0.0,0.0,0.0,1,1,8,6,1,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,False,False,True,False,253
1,-7.9,52,3.7,1961,-16.0,0.0,0.0,0.0,1,1,2,0,0,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,False,False,False,True,69
13,28.1,67,1.1,1772,21.3,1.43,0.0,0.0,1,1,7,3,0,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388,False,False,True,False,929
0,-1.4,28,3.4,1990,-17.6,0.0,0.0,0.0,1,1,2,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,False,False,False,True,171
11,11.1,46,1.6,1518,-0.1,1.84,0.0,0.0,1,1,11,3,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,True,False,False,False,852
21,10.3,38,0.5,1433,-3.4,0.0,0.0,0.0,1,1,4,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,False,True,False,False,1232
17,7.7,46,2.8,1635,-3.2,1.05,0.0,0.0,1,1,3,5,1,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,False,True,False,False,829
19,5.2,64,0.7,691,-1.0,0.0,0.0,0.0,0,1,12,4,0,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,False,False,False,True,481
16,31.7,56,1.9,2000,21.8,0.92,0.0,0.0,1,1,8,3,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,False,False,True,False,944
20,22.9,58,2.6,2000,14.1,0.0,0.0,0.0,1,1,9,6,1,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,True,False,False,False,1930
0,12.3,75,1.2,1332,7.9,0.0,0.0,0.0,1,1,10,2,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,True,False,False,False,739
21,21.3,66,2.3,1989,14.6,0.0,0.0,0.0,1,1,9,0,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,True,False,False,False,2100
4,24.0,87,0.9,582,21.6,0.0,0.0,0.0,1,1,7,3,0,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,False,False,True,False,231
5,19.7,82,0.5,2000,16.5,0.0,0.0,0.0,1,1,9,2,0,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,True,False,False,False,249
12,12.3,97,0.8,238,11.8,0.14,2.0,0.0,1,1,5,5,1,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,False,True,False,False,11
8,0.7,72,1.0,1397,-3.7,0.05,0.0,0.0,1,1,11,5,1,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,True,False,False,False,530
19,23.6,63,0.6,1956,16.1,0.19,0.0,0.0,1,1,6,3,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,False,False,True,False,1856
17,36.3,36,3.1,1972,18.8,1.91,0.0,0.0,1,1,7,5,1,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1011
23,12.2,74,1.1,291,7.6,0.0,0.0,0.0,1,0,11,1,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,True,False,False,False,0
12,11.9,74,1.6,1801,7.4,1.84,0.0,0.0,1,1,10,6,1,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,True,False,False,False,630
10,11.6,40,1.7,1991,-1.5,1.77,0.0,0.0,1,1,10,4,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,True,False,False,False,877
2,8.8,43,1.0,1490,-3.1,0.0,0.0,0.0,1,1,4,1,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,False,True,False,False,250
9,20.4,51,1.8,2000,9.9,1.43,0.0,0.0,1,1,9,6,1,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,True,False,False,False,803
4,15.0,97,1.4,1827,14.5,0.0,0.0,0.0,1,1,5,2,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,False,True,False,False,59
1,-2.2,31,1.1,1970,-17.0,0.0,0.0,0.0,1,1,2,2,0,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,False,False,False,True,162
23,0.1,63,1.1,1003,-6.1,0.0,0.0,0.0,1,1,12,3,0,-0.25881904510252157,0.9659258262890681,-2.4492935982947064e-16,1.0,False,False,False,True,260
12,22.1,36,5.3,1696,6.3,3.2,0.0,0.0,1,1,5,3,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,False,True,False,False,1087
18,-0.6,62,1.6,1129,-6.9,0.0,0.0,0.0,1,1,12,3,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,False,False,False,True,552
9,5.1,56,1.8,1825,-2.9,0.89,0.0,0.0,1,1,10,2,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,True,False,False,False,996
15,1.0,14,4.6,2000,-23.5,2.12,0.0,0.0,0,1,2,5,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,False,False,False,True,273
2,7.1,64,0.9,1756,0.7,0.0,0.0,0.0,1,1,4,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,False,True,False,False,126
16,-6.0,29,2.8,1983,-21.2,0.58,0.0,0.0,1,1,12,1,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,False,False,False,True,248
15,2.0,20,4.1,1942,-18.6,1.49,0.0,0.0,1,1,2,5,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,False,False,False,True,277
19,19.1,60,3.4,1592,11.1,0.1,0.0,0.0,1,1,4,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,False,True,False,False,1779
15,25.5,43,2.9,1996,11.9,1.71,0.0,0.0,1,1,6,0,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,False,False,True,False,1249
11,0.5,35,1.4,1558,-13.2,0.75,0.0,0.0,1,1,1,6,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,False,False,False,True,214
7,8.6,77,0.7,965,4.7,0.0,0.0,0.0,1,1,10,2,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,True,False,False,False,1213
7,27.9,81,1.8,1497,24.3,0.12,0.0,0.0,1,1,8,3,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1088
13,9.3,95,2.3,419,8.5,0.4,2.5,0.0,1,1,4,0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,False,True,False,False,11
18,34.4,40,1.8,2000,18.8,0.65,0.0,0.0,1,1,8,5,1,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1274
10,11.1,51,0.8,679,1.3,1.38,0.0,0.0,1,1,11,6,1,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,True,False,False,False,747
7,17.8,76,0.5,1729,13.5,0.08,0.0,0.0,1,0,9,1,0,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,True,False,False,False,0
6,11.4,84,0.3,1742,8.7,0.0,0.0,0.0,0,1,10,2,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,True,False,False,False,278
6,9.9,75,1.0,560,5.6,0.0,0.0,0.0,1,1,10,1,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,True,False,False,False,456
16,3.0,28,2.5,1864,-13.7,0.51,0.0,0.0,0,1,1,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,False,False,False,True,310
14,31.0,31,1.8,1999,11.8,2.8,0.0,0.0,1,1,8,5,1,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1121
10,-1.8,23,0.6,2000,-20.2,0.8,0.0,0.0,1,1,2,6,1,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,False,True,156
10,16.3,97,1.0,693,15.8,0.37,0.0,0.0,1,1,5,4,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,False,True,False,False,454
7,10.0,59,1.1,2000,2.3,0.36,0.0,0.0,1,1,5,2,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,False,True,False,False,1333
10,20.7,55,1.8,1698,11.3,1.43,0.0,0.0,0,1,5,1,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,False,True,False,False,1119
2,10.9,59,1.1,2000,3.1,0.0,0.0,0.0,1,1,5,2,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,False,True,False,False,245
5,23.4,63,0.3,2000,15.9,0.0,0.0,0.0,1,1,8,6,1,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,False,False,True,False,223
4,19.8,60,1.9,1364,11.8,0.0,0.0,0.0,1,1,5,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,False,True,False,False,204
1,27.0,74,1.1,1833,21.9,0.0,0.0,0.0,1,1,7,5,1,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,False,False,True,False,945
4,27.8,69,0.9,2000,21.5,0.0,0.0,0.0,1,1,8,3,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,False,False,True,False,173
21,7.3,49,3.4,2000,-2.7,0.0,0.0,0.0,1,1,10,5,1,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,True,False,False,False,775
1,6.7,84,0.8,320,4.1,0.0,0.0,0.0,1,1,3,0,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,False,True,False,False,38
12,20.1,37,4.0,1910,4.9,3.44,0.0,0.0,1,1,5,2,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,False,True,False,False,1216
7,5.7,95,3.4,1136,4.9,0.02,0.0,0.0,1,1,4,4,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,False,True,False,False,591
19,32.2,65,0.8,1894,24.7,0.1,0.0,0.0,1,1,8,0,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1548
3,10.6,60,1.0,1163,3.1,0.0,0.0,0.0,1,1,4,6,1,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,False,True,False,False,263
0,13.4,77,1.5,537,9.4,0.0,0.0,0.0,1,1,3,3,0,0.0,1.0,1.0,6.123233995736766e-17,False,True,False,False,466
1,25.9,83,1.3,1520,22.7,0.0,0.0,0.0,1,1,7,0,0,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,False,False,True,False,498
16,15.5,52,1.7,2000,5.6,0.7,0.0,0.0,1,1,4,1,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,False,True,False,False,1118
15,29.5,57,2.0,2000,20.0,2.1,0.0,0.0,1,1,8,1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,False,False,True,False,957
17,4.1,60,2.5,1565,-2.9,0.1,0.0,0.0,1,1,12,2,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,False,False,False,True,239
11,18.8,95,1.5,597,17.9,0.46,0.0,0.0,1,1,9,3,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,True,False,False,False,111
20,25.4,31,2.5,2000,7.0,0.07,0.0,0.0,1,1,6,4,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,False,False,True,False,2493
20,-2.2,49,3.5,1325,-11.4,0.0,0.0,0.0,0,1,3,3,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,False,True,False,False,246
16,6.9,54,1.1,692,-1.7,0.32,0.0,0.0,1,1,2,1,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,False,False,False,True,411
2,9.2,72,1.5,2000,4.4,0.0,0.0,0.0,1,1,10,4,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,True,False,False,False,433
9,11.5,43,1.7,1818,-0.6,1.43,0.0,0.0,1,1,4,3,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,False,True,False,False,952
6,19.5,80,1.6,709,15.9,0.04,0.0,0.0,1,1,6,3,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,False,False,True,False,709
5,17.2,87,0.6,2000,15.0,0.0,0.0,0.0,1,1,6,1,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,False,False,True,False,296
3,21.1,96,2.4,866,20.4,0.0,4.5,0.0,1,1,7,0,0,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,False,False,True,False,23
16,18.8,32,1.4,1717,1.7,1.09,0.0,0.0,1,1,11,4,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,True,False,False,False,1424
23,17.7,45,1.1,2000,5.6,0.0,0.0,0.0,0,1,9,6,1,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,True,False,False,False,768
